number,status,heuristic_score,comments,activity_state,formalized,prize,tags,url,statement
96,open,50,5,open,no,no,"['geometry', 'distances', 'convex']",https://www.erdosproblems.com/96,If $n$ points in $\mathbb{R}^2$ form a convex polygon then there are $O(n)$ many pairs which are distance $1$ apart.
97,falsifiable,85,0,open,yes,$100,"['geometry', 'distances', 'convex']",https://www.erdosproblems.com/97,Does every convex polygon have a vertex with no other $4$ vertices equidistant from it?
98,open,57,0,open,no,no,"['geometry', 'distances']",https://www.erdosproblems.com/98,"Let $h(n)$ be such that any $n$ points in $\mathbb{R}^2$, with no three on a line and no four on a circle, determine at least $h(n)$ distinct distances. Does $h(n)/n\to \infty$?"
99,open,60,0,open,yes,$100,"['geometry', 'distances']",https://www.erdosproblems.com/99,"Let $A\subseteq\mathbb{R}^2$ be a set of $n$ points with minimum distance equal to 1, chosen to minimise the diameter of $A$. If $n$ is sufficiently large then must there be three points in $A$ which form an equilateral triangle of size 1?"
100,open,63,0,open,yes,no,"['geometry', 'distances']",https://www.erdosproblems.com/100,Let $A$ be a set of $n$ points in $\mathbb{R}^2$ such that all pairwise distances are at least $1$ and if two distinct distances differ then they differ by at least $1$. Is the diameter of $A$ $\gg n$?
101,open,60,0,open,yes,$100,['geometry'],https://www.erdosproblems.com/101,"Given $n$ points in $\mathbb{R}^2$, no five of which are on a line, the number of lines containing four points is $o(n^2)$."
102,open,52,0,open,no,no,['geometry'],https://www.erdosproblems.com/102,"Let $c>0$ and $h_c(n)$ be such that for any $n$ points in $\mathbb{R}^2$ such that there are $\geq cn^2$ lines each containing more than three points, there must be some line containing $h_c(n)$ many points. Estimate $h_c(n)$. Is it true that, for fixed $c>0$, we have $h_c(n)\to \infty$?"
103,open,57,0,open,no,no,"['geometry', 'distances']",https://www.erdosproblems.com/103,"Let $h(n)$ count the number of incongruent sets of $n$ points in $\mathbb{R}^2$ which minimise the diameter subject to the constraint that $d(x,y)\geq 1$ for all points $x\neq y$. Is it true that $h(n)\to \infty$?"
104,open,47,4,open,no,$100,['geometry'],https://www.erdosproblems.com/104,Given $n$ points in $\mathbb{R}^2$ the number of distinct unit circles containing at least three points is $o(n^2)$.
105,disproved (Lean),7,5,,no,$50,['geometry'],https://www.erdosproblems.com/105,"Let $A,B\subset \mathbb{R}^2$ be disjoint sets of size $n$ and $n-3$ respectively, with not all of $A$ contained on a single line. Is there a line which contains at least two points from $A$ and no points from $B$?"
106,falsifiable,79,2,open,no,no,['geometry'],https://www.erdosproblems.com/106,Draw $n$ squares inside the unit square with no common interior point. Let $f(n)$ be the maximum possible sum of the side-lengths of the squares. Is $f(k^2+1)=k$?
107,falsifiable,82,2,open,yes,$500,"['geometry', 'convex']",https://www.erdosproblems.com/107,"Let $f(n)$ be minimal such that any $f(n)$ points in $\mathbb{R}^2$, no three on a line, contain $n$ points which form the vertices of a convex $n$-gon. Prove that $f(n)=2^{n-2}+1$."
108,open,67,0,open,yes,no,"['graph theory', 'chromatic number', 'cycles']",https://www.erdosproblems.com/108,"For every $r\geq 4$ and $k\geq 2$ is there some finite $f(k,r)$ such that every graph of chromatic number $\geq f(k,r)$ contains a subgraph of girth $\geq r$ and chromatic number $\geq k$?"
109,proved,16,2,,yes,no,['additive combinatorics'],https://www.erdosproblems.com/109,Any $A\subseteq \mathbb{N}$ of positive upper density contains a sumset $B+C$ where both $B$ and $C$ are infinite.
110,disproved,14,5,,no,no,"['graph theory', 'chromatic number', 'cycles']",https://www.erdosproblems.com/110,"Is there some $F(n)$ such that every graph with chromatic number $\aleph_1$ has, for all large $n$, a subgraph with chromatic number $n$ on at most $F(n)$ vertices?"
111,open,56,0,open,no,no,"['graph theory', 'chromatic number', 'set theory']",https://www.erdosproblems.com/111,"If $G$ is a graph let $h_G(n)$ be defined such that any subgraph of $G$ on $n$ vertices can be made bipartite after deleting at most $h_G(n)$ edges. 
What is the behaviour of $h_G(n)$? Is it true that $h_G(n)/n\to \infty$ for every graph $G$ with chromatic number $\aleph_1$?"
112,open,57,0,open,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/112,"Let $k=k(n,m)$ be minimal such that any directed graph on $k$ vertices must contain either an independent set of size $n$ or a transitive tournament of size $m$. Determine $k(n,m)$."
113,disproved,18,0,,no,$500,"['graph theory', 'turan number']",https://www.erdosproblems.com/113,"If $G$ is bipartite then $\mathrm{ex}(n;G)\ll n^{3/2}$ if and only $G$ is $2$-degenerate, that is, $G$ contains no induced subgraph with minimal degree at least 3."
114,falsifiable,72,4,open,no,$250,"['polynomials', 'analysis']",https://www.erdosproblems.com/114,If $p(z)\in\mathbb{C}[z]$ is a monic polynomial of degree $n$ then is the length of the curve $\{ z\in \mathbb{C} : \lvert p(z)\rvert=1\}$ maximised when $p(z)=z^n-1$?
115,proved (Lean),14,2,,no,no,"['polynomials', 'analysis']",https://www.erdosproblems.com/115,If $p(z)$ is a polynomial of degree $n$ such that $\{z : \lvert p(z)\rvert\leq 1\}$ is connected then is it true that\[\max_{\substack{z\in\mathbb{C}\\ \lvert p(z)\rvert\leq 1}} \lvert p'(z)\rvert \leq (\tfrac{1}{2}+o(1))n^2?\]
116,proved,14,1,,no,no,"['polynomials', 'analysis']",https://www.erdosproblems.com/116,Let $p(z)=\prod_{i=1}^n (z-z_i)$ for $\lvert z_i\rvert \leq 1$. Is it true that\[\lvert\{ z: \lvert p(z)\rvert n^{-O(1)}\](or perhaps even $>(\log n)^{-O(1)}$)?
117,open,57,0,open,no,no,['group theory'],https://www.erdosproblems.com/117,"Let $h(n)$ be minimal such that any group $G$ with the property that any subset of $>n$ elements contains some $x\neq y$ such that $xy=yx$ can be covered by at most $h(n)$ many Abelian subgroups.
Estimate $h(n)$ as well as possible."
118,disproved,8,0,,no,no,"['set theory', 'ramsey theory']",https://www.erdosproblems.com/118,Let $\alpha$ be a cardinal or ordinal number or an order type such that every two-colouring of $K_\alpha$ contains either a red $K_\alpha$ or a blue $K_3$. For every $n\geq 3$ must every two-colouring of $K_\alpha$ contain either a red $K_\alpha$ or a blue $K_n$?
119,open,55,0,open,yes,$100,"['analysis', 'polynomials']",https://www.erdosproblems.com/119,"Let $z_i$ be an infinite sequence of complex numbers such that $\lvert z_i\rvert=1$ for all $i\geq 1$, and for $n\geq 1$ let\[p_n(z)=\prod_{i\leq n} (z-z_i).\]Let $M_n=\max_{\lvert z\rvert=1}\lvert p_n(z)\rvert$. 
Is it true that $\limsup M_n=\infty$?
Is it true that there exists $c>0$ such that for infinitely many $n$ we have $M_n > n^c$?
Is it true that there exists $c>0$ such that, for all large $n$,\[\sum_{k\leq n}M_k > n^{1+c}?\]"
120,open,53,3,open,yes,$100,['combinatorics'],https://www.erdosproblems.com/120,"Let $A\subseteq\mathbb{R}$ be an infinite set. Must there be a set $E\subset \mathbb{R}$ of positive measure which does not contain any set of the shape $aA+b$ for some $a,b\in\mathbb{R}$ and $a\neq 0$?"
121,disproved,17,0,,no,no,"['number theory', 'squares']",https://www.erdosproblems.com/121,"Let $F_{k}(N)$ be the size of the largest $A\subseteq \{1,\ldots,N\}$ such that the product of no $k$ many distinct elements of $A$ is a square. Is $F_5(N)=(1-o(1))N$? More generally, is $F_{2k+1}(N)=(1-o(1))N$?"
122,open,50,3,open,no,no,['number theory'],https://www.erdosproblems.com/122,"For which number theoretic functions $f$ is it true that, for any $F(n)$ such that $F(n)/f(n)\to 0$ for almost all $n$, there are infinitely many $x$ such that\[\frac{\#\{ n\in \mathbb{N} : n+f(n)\in (x,x+F(x))\}}{F(x)}\to \infty?\]"
123,open,53,4,open,yes,$250,['number theory'],https://www.erdosproblems.com/123,"Let $a,b,c\geq 1$ be three integers which are pairwise coprime. Is every large integer the sum of distinct integers of the form $a^kb^lc^m$ ($k,l,m\geq 0$), none of which divide any other?"
124,open,47,13,open,yes,no,"['number theory', 'base representations']",https://www.erdosproblems.com/124,"For any $d\geq 1$ and $k\geq 0$ let $P(d,k)$ be the set of integers which are the sum of distinct powers $d^i$ with $i\geq k$. Let $3\leq d_1<d_2<\cdots <d_r$ be integers such that\[\sum_{1\leq i\leq r}\frac{1}{d_r-1}\geq 1.\]Can all sufficiently large integers be written as a sum of the shape $\sum_i c_ia_i$ where $c_i\in \{0,1\}$ and $a_i\in P(d_i,0)$? 
If we further have $\mathrm{gcd}(d_1,\ldots,d_r)=1$ then, for any $k\geq 1$, can all sufficiently large integers be written as a sum of the shape $\sum_i c_ia_i$ where $c_i\in \{0,1\}$ and $a_i\in P(d_i,k)$?"
125,disproved (Lean),7,23,,yes,no,"['number theory', 'base representations']",https://www.erdosproblems.com/125,"Let $A = \{ \sum\epsilon_k3^k : \epsilon_k\in \{0,1\}\}$ be the set of integers which have only the digits $0,1$ when written base $3$, and $B=\{ \sum\epsilon_k4^k : \epsilon_k\in \{0,1\}\}$ be the set of integers which have only the digits $0,1$ when written base $4$. 
Does $A+B$ have positive lower density?"
126,open,60,0,open,yes,$250,['number theory'],https://www.erdosproblems.com/126,Let $f(n)$ be maximal such that if $A\subseteq\mathbb{N}$ has $\lvert A\rvert=n$ then $\prod_{a\neq b\in A}(a+b)$ has at least $f(n)$ distinct prime factors. Is it true that $f(n)/\log n\to\infty$?
127,proved,21,0,,no,no,['graph theory'],https://www.erdosproblems.com/127,Let $f(m)$ be maximal such that every graph with $m$ edges must contain a bipartite graph with\[\geq \frac{m}{2}+\frac{\sqrt{8m+1}-1}{8}+f(m)\]edges. Is there an infinite sequence of $m_i$ such that $f(m_i)\to \infty$?
128,falsifiable,82,5,open,yes,$250,['graph theory'],https://www.erdosproblems.com/128,Let $G$ be a graph with $n$ vertices such that every induced subgraph on $\geq \lfloor n/2\rfloor$ vertices has more than $n^2/50$ edges. Must $G$ contain a triangle?
129,open,45,3,open,no,no,"['graph theory', 'ramsey theory']",https://www.erdosproblems.com/129,"Let $R(n;k,r)$ be the smallest $N$ such that if the edges of $K_N$ are $r$-coloured then there is a set of $n$ vertices which does not contain a copy of $K_k$ in at least one of the $r$ colours. Prove that there is a constant $C=C(r)>1$ such that\[R(n;3,r) < C^{\sqrt{n}}.\]"
130,open,56,0,open,no,no,"['graph theory', 'chromatic number']",https://www.erdosproblems.com/130,"Let $A\subset\mathbb{R}^2$ be an infinite set which contains no three points on a line and no four points on a circle. Consider the graph with vertices the points in $A$, where two vertices are joined by an edge if and only if they are an integer distance apart. 
How large can the chromatic number and clique number of this graph be? In particular, can the chromatic number be infinite?"
131,open,57,0,open,no,no,['number theory'],https://www.erdosproblems.com/131,"Let $F(N)$ be the maximal size of $A\subseteq\{1,\ldots,N\}$ such that no $a\in A$ divides the sum of any distinct elements of $A\backslash\{a\}$. Estimate $F(N)$. In particular, is it true that\[F(N) > N^{1/2-o(1)}?\]"
132,open,51,2,open,no,$100,['distances'],https://www.erdosproblems.com/132,Let $A\subset \mathbb{R}^2$ be a set of $n$ points. Must there be two distances which occur at least once but between at most $n$ pairs of points? Must the number of such distances $\to \infty$ as $n\to \infty$?
133,disproved,21,0,,no,no,['graph theory'],https://www.erdosproblems.com/133,"Let $f(n)$ be minimal such that every triangle-free graph $G$ with $n$ vertices and diameter $2$ contains a vertex with degree $\geq f(n)$. 
What is the order of growth of $f(n)$? Does $f(n)/\sqrt{n}\to \infty$?"
134,proved (Lean),13,1,,no,no,['graph theory'],https://www.erdosproblems.com/134,"Let $\epsilon,\delta>0$ and $n$ be sufficiently large in terms of $\epsilon$ and $\delta$. Let $G$ be a triangle-free graph on $n$ vertices with maximum degree $<n^{1/2-\epsilon}$. 
Can $G$ be made into a triangle-free graph with diameter $2$ by adding at most $\delta n^2$ edges?"
135,disproved,14,0,,no,$250,"['distances', 'geometry']",https://www.erdosproblems.com/135,Let $A\subset \mathbb{R}^2$ be a set of $n$ points such that any subset of size $4$ determines at least $5$ distinct distances. Must $A$ determine $\gg n^2$ many distances?
136,solved,21,0,,no,no,['graph theory'],https://www.erdosproblems.com/136,Let $f(n)$ be the smallest number of colours required to colour the edges of $K_n$ such that every $K_4$ contains at least 5 colours. Determine the size of $f(n)$.
137,open,63,0,open,yes,no,['number theory'],https://www.erdosproblems.com/137,We say that $N$ is powerful if whenever $p\mid N$ we also have $p^2\mid N$. Let $k\geq 3$. Can the product of any $k$ consecutive positive integers ever be powerful?
138,open,44,7,open,yes,$500,['additive combinatorics'],https://www.erdosproblems.com/138,"Let the van der Waerden number $W(k)$ be such that whenever $N\geq W(k)$ and $\{1,\ldots,N\}$ is $2$-coloured there must exist a monochromatic $k$-term arithmetic progression. Improve the bounds for $W(k)$ - for example, prove that $W(k)^{1/k}\to \infty$."
139,proved,8,0,,yes,$1000,"['additive combinatorics', 'arithmetic progressions']",https://www.erdosproblems.com/139,"Let $r_k(N)$ be the size of the largest subset of $\{1,\ldots,N\}$ which does not contain a non-trivial $k$-term arithmetic progression. Prove that $r_k(N)=o(N)$."
140,proved,6,0,,no,$500,"['additive combinatorics', 'arithmetic progressions']",https://www.erdosproblems.com/140,"Let $r_3(N)$ be the size of the largest subset of $\{1,\ldots,N\}$ which does not contain a non-trivial $3$-term arithmetic progression. Prove that $r_3(N)\ll N/(\log N)^C$ for every $C>0$."
141,open,44,4,open,yes,no,"['additive combinatorics', 'primes', 'arithmetic progressions']",https://www.erdosproblems.com/141,Let $k\geq 3$. Are there $k$ consecutive primes in arithmetic progression?
142,open,43,0,open,yes,$10000,"['additive combinatorics', 'arithmetic progressions']",https://www.erdosproblems.com/142,"Let $r_k(N)$ be the largest possible size of a subset of $\{1,\ldots,N\}$ that does not contain any non-trivial $k$-term arithmetic progression. Prove an asymptotic formula for $r_k(N)$."
143,open,52,1,open,yes,$500,['primitive sets'],https://www.erdosproblems.com/143,"Let $A\subset (1,\infty)$ be a countably infinite set such that for all $x\neq y\in A$ and integers $k\geq 1$ we have\[ \lvert kx -y\rvert \geq 1.\]Does this imply that $A$ is sparse? In particular, does this imply that\[\sum_{x\in A}\frac{1}{x\log x}<\infty\]or\[\sum_{\substack{x <n\\ x\in A}}\frac{1}{x}=o(\log n)?\]"
144,proved,15,2,,no,$250,"['number theory', 'divisors']",https://www.erdosproblems.com/144,"The density of integers which have two divisors $d_1,d_2$ such that $d_1<d_2<2d_1$ exists and is equal to $1$."
145,open,60,2,open,yes,no,['number theory'],https://www.erdosproblems.com/145,"Let $s_1<s_2<\cdots$ be the sequence of squarefree numbers. Is it true that, for any $\alpha \geq 0$,\[\lim_{x\to \infty}\frac{1}{x}\sum_{s_n\leq x}(s_{n+1}-s_n)^\alpha\]exists?"
146,open,55,2,open,no,$500,"['graph theory', 'turan number']",https://www.erdosproblems.com/146,"If $H$ is bipartite and is $r$-degenerate, that is, every induced subgraph of $H$ has minimum degree $\leq r$, then\[\mathrm{ex}(n;H) \ll n^{2-1/r}.\]"
147,disproved,15,1,,no,$500,"['graph theory', 'turan number']",https://www.erdosproblems.com/147,If $H$ is bipartite with minimum degree $r$ then there exists $\epsilon=\epsilon(H)>0$ such that\[\mathrm{ex}(n;H) \gg n^{2-\frac{1}{r-1}+\epsilon}.\]
148,open,54,2,open,no,no,"['number theory', 'unit fractions']",https://www.erdosproblems.com/148,"Let $F(k)$ be the number of solutions to\[ 1= \frac{1}{n_1}+\cdots+\frac{1}{n_k},\]where $1\leq n_1<\cdots<n_k$ are distinct integers. Find good estimates for $F(k)$."
149,open,49,4,open,no,no,['graph theory'],https://www.erdosproblems.com/149,"The strong chromatic index of a graph $G$, denoted by $\mathrm{sq}(G)$, is the minimum $k$ such that the edges of $G$ can be partitioned into $k$ sets of 'strongly independent' edges, that is, such that the subgraph of $G$ induced by each set is the union of vertex-disjoint edges.
Is it true that, for any graph $G$ with maximum degree $\Delta$,\[\mathrm{sq}(G)\leq\frac{5}{4}\Delta^2?\]"
150,proved (Lean),18,1,,no,no,['graph theory'],https://www.erdosproblems.com/150,"A minimal cut of a graph is a minimal set of vertices whose removal disconnects the graph. Let $c(n)$ be the maximum number of minimal cuts a graph on $n$ vertices can have. 
Does $c(n)^{1/n}\to \alpha$ for some $\alpha <2$?"
151,open,53,1,open,no,no,['graph theory'],https://www.erdosproblems.com/151,"For a graph $G$ let $\tau(G)$ denote the minimal number of vertices that include at least one from each maximal clique of $G$ on at least two vertices (sometimes called the clique transversal number).
Let $H(n)$ be maximal such that every triangle-free graph on $n$ vertices contains an independent set on $H(n)$ vertices.
If $G$ is a graph on $n$ vertices then is\[\tau(G)\leq n-H(n)?\]"
