id	n	tau	factorization
2325	1783964169	75	3^4*13^2*19^4
2326	1784217600	459	2^16*3^2*5^2*11^2
2327	1785062500	105	2^2*5^6*13^4
2328	1792336896	385	2^10*3^6*7^4
2329	1793522500	225	2^2*5^4*7^2*11^4
2330	1800474624	351	2^12*3^2*13^2*17^2
2331	1803785841	105	3^6*11^4*13^2
2332	1804805289	75	3^2*7^4*17^4
2333	1806250000	135	2^4*5^8*17^2
2334	1808375625	165	3^10*5^4*7^2
2335	1811353600	351	2^12*5^2*7^2*19^2
2336	1813737744	375	2^4*3^4*7^2*13^4
2337	1814078464	77	2^10*11^6
2338	1817828496	405	2^4*3^2*11^2*17^2*19^2
2339	1827562500	315	2^2*3^4*5^6*19^2
2340	1829101824	297	2^8*3^10*11^2
2341	1835265600	945	2^6*3^4*5^2*7^2*17^2
2342	1838265625	49	5^6*7^6
2343	1840410000	675	2^4*3^2*5^4*11^2*13^2
2344	1845475681	45	7^2*17^2*19^4
2345	1849688064	207	2^22*3^2*7^2
2346	1856920464	405	2^4*3^8*7^2*19^2
2347	1857179025	135	3^2*5^2*13^4*17^2
2348	1859334400	405	2^8*5^2*7^4*11^2
2349	1865980809	135	3^2*7^2*11^4*17^2
2350	1866240000	455	2^12*3^6*5^4
2351	1867795524	135	2^2*3^4*7^8
2352	1868400625	135	5^4*7^2*13^2*19^2
2353	1871773696	85	2^16*13^4
2354	1876275856	225	2^4*7^4*13^2*17^2
2355	1876622400	315	2^6*3^2*5^2*19^4
2356	1879222500	225	2^2*3^2*5^4*17^4
2357	1889814784	243	2^8*11^2*13^2*19^2
2358	1893990400	171	2^18*5^2*17^2
2359	1897473600	525	2^6*3^4*5^2*11^4
2360	1901396025	189	3^6*5^2*17^2*19^2
2361	1906108281	135	3^8*7^4*11^2
2362	1907942400	891	2^10*3^2*5^2*7^2*13^2
2363	1908029761	25	11^4*19^4
2364	1913187600	225	2^4*3^14*5^2
2365	1914062500	99	2^2*5^10*7^2
2366	1914762564	405	2^2*3^4*11^2*13^2*17^2
2367	1916338176	255	2^16*3^4*19^2
2368	1925015625	147	3^6*5^6*13^2
2369	1926332100	729	2^2*3^2*5^2*7^2*11^2*19^2
2370	1927561216	105	2^14*7^6
2371	1929229929	27	3^2*11^8
2372	1929669184	105	2^6*17^4*19^2
2373	1930723600	105	2^4*5^2*13^6
2374	1936000000	231	2^10*5^6*11^2
2375	1939873936	225	2^4*7^2*11^4*13^2
2376	1941636096	297	2^10*3^8*17^2
2377	1944810000	625	2^4*3^4*5^4*7^4
2378	1953640000	315	2^6*5^4*13^2*17^2
2379	1955143089	35	3^4*17^6
2380	1955939076	297	2^2*3^10*7^2*13^2
2381	1967099904	585	2^12*3^4*7^2*11^2
2382	1976691600	675	2^4*3^4*5^2*13^2*19^2
2383	1980784036	135	2^2*7^2*11^2*17^4
2384	1984702500	405	2^2*3^8*5^4*11^2
2385	1988268100	189	2^2*5^2*7^6*13^2
2386	1990587456	315	2^6*3^2*11^2*13^4
2387	1991390625	189	3^2*5^6*7^2*17^2
2388	1997017344	405	2^8*3^2*7^4*19^2
2389	2007040000	255	2^16*5^4*7^2
2390	2014214400	729	2^8*3^2*5^2*11^2*17^2
2391	2018525184	315	2^14*3^6*13^2
2392	2020862116	135	2^2*7^2*13^4*19^2
2393	2023380324	315	2^2*3^6*7^4*17^2
2394	2025000000	315	2^6*3^4*5^8
2395	2029052025	405	3^4*5^2*7^2*11^2*13^2
2396	2030043136	75	2^24*11^2
2397	2032567056	225	2^4*3^2*13^2*17^4
2398	2036265625	35	5^6*19^4
2399	2037980736	441	2^6*3^6*11^2*19^2
2400	2044848400	405	2^4*5^2*7^2*17^2*19^2
2401	2047924516	63	2^2*11^6*17^2
2402	2049916176	315	2^4*3^2*7^6*11^2
2403	2057529600	729	2^8*3^8*5^2*7^2
2404	2058890625	105	3^2*5^6*11^4
2405	2064884481	99	3^10*11^2*17^2
2406	2068976196	225	2^2*3^4*7^2*19^4
2407	2070250000	315	2^4*5^6*7^2*13^2
2408	2079360000	495	2^10*3^2*5^4*19^2
2409	2081093161	27	7^8*19^2
2410	2082096900	315	2^2*3^6*5^2*13^4
2411	2088124416	405	2^14*3^2*7^2*17^2
2412	2091964644	315	2^2*3^6*7^2*11^4
2413	2093977600	351	2^12*5^2*11^2*13^2
2414	2099014225	135	5^2*7^4*11^2*17^2
2415	2103506496	525	2^6*3^4*7^4*13^2
2416	2106810000	525	2^4*3^6*5^4*17^2
2417	2109289329	51	3^16*7^2
2418	2113057024	135	2^8*13^4*17^2
2419	2114160400	225	2^4*5^2*11^4*19^2
2420	2123366400	315	2^20*3^4*5^2
2421	2128622769	63	3^2*7^2*13^6
2422	2131668900	297	2^2*3^10*5^2*19^2
2423	2133423721	81	11^2*13^2*17^2*19^2
2424	2134440000	945	2^6*3^2*5^4*7^2*11^2
2425	2135179264	75	2^14*19^4
2426	2138137600	165	2^10*5^2*17^4
2427	2144153025	147	3^6*5^2*7^6
2428	2146654224	405	2^4*3^8*11^2*13^2
2429	2153888100	729	2^2*3^2*5^2*7^2*13^2*17^2
2430	2158903296	225	2^14*3^2*11^4
2431	2159925625	75	5^4*11^2*13^4
2432	2163366144	405	2^8*3^4*17^2*19^2
2433	2166902500	225	2^2*5^4*7^4*19^2
2434	2170162225	63	5^2*7^2*11^6
2435	2170814464	171	2^18*7^2*13^2
2436	2176035904	147	2^6*7^6*17^2
2437	2176782336	169	2^12*3^12
2438	2179302489	189	3^6*7^2*13^2*19^2
2439	2185562500	189	2^2*5^6*11^2*17^2
2440	2190240000	675	2^8*3^4*5^4*13^2
2441	2191737856	297	2^10*7^2*11^2*19^2
2442	2191925124	135	2^2*3^8*17^4
2443	2197265625	39	3^2*5^12
2444	2202424900	135	2^2*5^2*13^2*19^4
2445	2211350625	225	3^4*5^4*11^2*19^2
2446	2212761600	585	2^12*3^2*5^2*7^4
2447	2220671376	675	2^4*3^4*7^2*11^2*17^2
2448	2226896100	405	2^2*3^2*5^2*11^4*13^2
2449	2232562500	441	2^2*3^6*5^6*7^2
2450	2239182400	315	2^6*5^2*7^2*13^4
2451	2245338225	117	3^12*5^2*13^2
2452	2249035776	351	2^12*3^2*13^2*19^2
2453	2249794624	175	2^6*7^4*11^4
2454	2254445361	135	3^2*7^4*17^2*19^2
2455	2256250000	135	2^4*5^8*19^2
2456	2258150400	693	2^10*3^6*5^2*11^2
2457	2265760000	405	2^8*5^4*7^2*17^2
2458	2268426384	275	2^4*3^10*7^4
2459	2270713104	225	2^4*3^2*11^2*19^4
2460	2273859225	135	3^2*5^2*11^2*17^4
2461	2278725696	441	2^6*3^6*13^2*17^2
2462	2282450625	225	3^2*5^4*7^4*13^2
2463	2291728384	153	2^16*11^2*17^2
2464	2292494400	945	2^6*3^4*5^2*7^2*19^2
2465	2295943056	175	2^4*3^4*11^6
2466	2304000000	315	2^14*3^2*5^6
2467	2305248169	21	7^2*19^6
2468	2305920400	135	2^4*5^2*7^8
2469	2308610304	729	2^8*3^2*7^2*11^2*13^2
2470	2314956996	135	2^2*3^14*11^2
2471	2316015625	81	5^8*7^2*11^2
2472	2319867225	135	3^2*5^2*13^4*19^2
2473	2322758025	243	3^8*5^2*7^2*17^2
2474	2330861841	135	3^2*7^2*11^4*19^2
2475	2336175556	63	2^2*11^2*13^6
2476	2341011456	357	2^16*3^6*7^2
2477	2342560000	225	2^8*5^4*11^4
2478	2343721744	225	2^4*7^4*13^2*19^2
2479	2347402500	405	2^2*3^2*5^4*17^2*19^2
2480	2353220100	675	2^2*3^4*5^2*7^4*11^2
2481	2357296704	315	2^6*3^2*7^2*17^4
2482	2361960000	385	2^6*3^10*5^4
2483	2363904400	405	2^4*5^2*11^2*13^2*17^2
2484	2365849600	171	2^18*5^2*19^2
2485	2368963584	275	2^10*3^4*13^4
2486	2375100225	105	3^6*5^2*19^4
2487	2376562500	243	2^2*3^2*5^8*13^2
2488	2385443281	25	13^4*17^4
2489	2391796836	405	2^2*3^4*11^2*13^2*19^2
2490	2397081600	585	2^12*3^4*5^2*17^2
2491	2401000000	245	2^6*5^6*7^4
2492	2401490025	135	3^8*5^2*11^4
2493	2405804401	63	7^6*11^2*13^2
2494	2410417216	105	2^6*17^2*19^4
2495	2413756900	63	2^2*5^2*17^6
2496	2414739600	945	2^4*3^6*5^2*7^2*13^2
2497	2415919104	87	2^28*3^2
2498	2425365504	297	2^10*3^8*19^2
2499	2428518400	405	2^14*5^2*7^2*11^2
2500	2437199424	315	2^6*3^2*11^4*17^2
2501	2439569664	315	2^8*3^4*7^6
2502	2440360000	315	2^6*5^4*13^2*19^2
2503	2442237561	75	3^4*17^4*19^2
2504	2450250000	525	2^4*3^4*5^6*11^2
2505	2450646016	297	2^10*7^2*13^2*17^2
2506	2457383184	195	2^4*3^12*17^2
2507	2468698596	225	2^2*3^2*7^4*13^4
2508	2472575625	225	3^4*5^4*13^2*17^2
2509	2474266564	243	2^2*7^2*11^2*17^2*19^2
2510	2487515625	189	3^2*5^6*7^2*19^2
2511	2489610816	567	2^6*3^8*7^2*11^2
2512	2492006400	459	2^16*3^2*5^2*13^2
2513	2498000400	675	2^4*3^2*5^2*7^4*17^2
2514	2500000000	99	2^8*5^10
2515	2505002500	405	2^2*5^4*7^2*11^2*13^2
2516	2516025600	729	2^8*3^2*5^2*11^2*19^2
2517	2517630976	105	2^20*7^4
2518	2519337249	105	3^6*11^2*13^4
2519	2527475076	315	2^2*3^6*7^4*19^2
2520	2533712896	165	2^10*11^4*13^2
2521	2538950544	405	2^4*3^2*13^2*17^2*19^2
2522	2540160000	825	2^10*3^4*5^4*7^2
2523	2542277241	33	3^2*7^10
2524	2549240100	567	2^2*3^6*5^2*11^2*17^2
2525	2554291600	225	2^4*5^2*7^2*19^4
2526	2554695936	297	2^8*3^10*13^2
2527	2557830625	75	5^4*7^2*17^4
2528	2558134084	63	2^2*11^6*19^2
2529	2562890625	81	3^8*5^8
2530	2569273344	285	2^18*3^4*11^2
2531	2570490000	375	2^4*3^2*5^4*13^4
2532	2579319369	99	3^10*11^2*19^2
2533	2582672400	675	2^4*3^2*5^2*7^2*11^4
2534	2587146496	135	2^8*11^2*17^4
2535	2596921600	405	2^8*5^2*7^4*13^2
2536	2601000000	441	2^6*3^2*5^6*17^2
2537	2604060900	351	2^2*3^12*5^2*7^2
2538	2606204601	243	3^2*7^2*11^2*13^2*17^2
2539	2608349184	405	2^14*3^2*7^2*19^2
2540	2621440000	115	2^22*5^4
2541	2621952025	135	5^2*7^4*11^2*19^2
2542	2631690000	525	2^4*3^6*5^4*19^2
2543	2639493376	135	2^8*13^4*19^2
2544	2642782464	567	2^8*3^6*7^2*17^2
2545	2644530625	75	5^4*11^4*17^2
2546	2647102500	315	2^2*3^2*5^4*7^6
2547	2650190400	945	2^6*3^4*5^2*11^2*13^2
2548	2662250409	135	3^8*7^4*13^2
2549	2664934129	45	11^2*13^2*19^4
2550	2670822400	297	2^10*5^2*17^2*19^2
2551	2674337796	225	2^2*3^4*13^4*17^2
2552	2677441536	495	2^10*3^2*7^4*11^2
2553	2687385600	405	2^14*3^8*5^2
2554	2690496900	729	2^2*3^2*5^2*7^2*13^2*19^2
2555	2694544281	63	3^2*11^6*13^2
2556	2701400625	315	3^6*5^4*7^2*11^2
2557	2702336256	225	2^8*3^4*19^4
2558	2704000000	231	2^10*5^6*13^2
2559	2706080400	375	2^4*3^4*5^2*17^4
2560	2709410704	225	2^4*7^2*11^2*13^4
2561	2718162496	147	2^6*7^6*19^2
2562	2727346176	189	2^20*3^2*17^2
2563	2730062500	189	2^2*5^6*11^2*19^2
2564	2732361984	315	2^8*3^6*11^4
2565	2738010276	243	2^2*3^8*17^2*19^2
2566	2741569600	567	2^6*5^2*7^2*11^2*17^2
2567	2747437056	585	2^12*3^4*7^2*13^2
2568	2754045441	105	3^4*7^6*17^2
2569	2754990144	119	2^6*3^16
2570	2756250000	405	2^4*3^2*5^8*7^2
2571	2766549604	135	2^2*7^2*13^2*17^4
2572	2772022500	405	2^2*3^8*5^4*13^2
2573	2773918224	675	2^4*3^4*7^2*11^2*19^2
2574	2780241984	147	2^6*3^2*13^6
2575	2787840000	585	2^12*3^2*5^4*11^2
2576	2790163684	81	2^2*7^8*11^2
2577	2800526400	735	2^6*3^6*5^2*7^4
2578	2813241600	729	2^8*3^2*5^2*13^2*17^2
2579	2816106489	75	3^2*7^4*19^4
2580	2822265625	33	5^10*17^2
2581	2830240000	405	2^8*5^4*7^2*19^2
2582	2833965225	225	3^4*5^2*7^2*13^4
2583	2834497600	147	2^6*5^2*11^6
2584	2835349504	75	2^24*13^2
2585	2840357025	243	3^2*5^2*11^2*17^2*19^2
2586	2842169344	195	2^12*7^4*17^2
2587	2846435904	441	2^6*3^6*13^2*19^2
2588	2847396321	125	3^4*7^4*11^4
2589	2857971600	495	2^4*3^10*5^2*11^2
2590	2860324324	135	2^2*11^4*13^2*17^2
2591	2862678016	153	2^16*11^2*19^2
2592	2863106064	315	2^4*3^2*7^6*13^2
2593	2867602500	675	2^2*3^4*5^4*7^2*17^2
2594	2875640625	189	3^2*5^6*11^2*13^2
2595	2884012209	99	3^10*13^2*17^2
2596	2890137600	513	2^18*3^2*5^2*7^2
2597	2900468736	495	2^10*3^4*11^2*17^2
2598	2901438225	243	3^8*5^2*7^2*19^2
2599	2905210000	375	2^4*5^4*7^4*11^2
2600	2916000000	441	2^8*3^6*5^6
2601	2920645849	21	11^2*17^6
2602	2921834916	567	2^2*3^6*7^2*11^2*13^2
2603	2924646400	195	2^12*5^2*13^4
2604	2931681025	135	5^2*7^4*13^2*17^2
2605	2932222500	225	2^2*3^2*5^4*19^4
2606	2938507264	195	2^12*7^2*11^4
2607	2944581696	567	2^6*3^2*7^2*17^2*19^2
2608	2952835600	405	2^4*5^2*11^2*13^2*19^2
2609	2959360000	225	2^14*5^4*17^2
2610	2962842624	363	2^10*3^10*7^2
2611	2964802500	375	2^2*3^4*5^4*11^4
2612	2979740569	45	13^4*17^2*19^2
2613	2981160000	945	2^6*3^2*5^4*7^2*13^2
2614	2983453641	105	3^6*7^2*17^4
2615	2989355625	75	3^14*5^4
2616	2994278400	585	2^12*3^4*5^2*19^2
2617	2998219536	225	2^4*3^8*13^4
2618	3010936384	49	2^6*19^6
2619	3011814400	231	2^10*5^2*7^6
2620	3015108100	135	2^2*5^2*17^4*19^2
2621	3015327744	405	2^14*3^2*11^2*13^2
2622	3016755625	35	5^4*13^6
2623	3022580484	405	2^2*3^2*7^4*11^2*17^2
2624	3025000000	189	2^6*5^8*11^2
2625	3031053025	135	5^2*7^2*11^4*13^2
2626	3033806400	567	2^6*3^8*5^2*17^2
2627	3038765625	175	3^4*5^6*7^4
2628	3044390976	315	2^6*3^2*11^4*19^2
2629	3050684289	75	3^4*17^2*19^4
2630	3052562500	189	2^2*5^6*13^2*17^2
2631	3057647616	161	2^22*3^6
2632	3061187584	297	2^10*7^2*13^2*19^2
2633	3069603216	195	2^4*3^12*19^2
2634	3073593600	1215	2^8*3^4*5^2*7^2*11^2
2635	3078918144	195	2^12*3^2*17^4
2636	3084580521	105	3^6*11^4*17^2
2637	3087580356	189	2^2*3^8*7^6
2638	3088580625	225	3^4*5^4*13^2*19^2
2639	3090692836	135	2^2*7^2*11^2*19^4
2640	3101598864	675	2^4*3^4*7^2*13^2*17^2
2641	3110292900	405	2^2*3^2*5^2*11^2*13^4
2642	3120339600	675	2^4*3^2*5^2*7^4*19^2
2643	3125033604	189	2^2*3^2*7^2*11^6
2644	3136000000	273	2^12*5^6*7^2
2645	3142275136	315	2^6*7^4*11^2*13^2
2646	3147210000	675	2^4*3^2*5^4*11^2*17^2
2647	3150913689	117	3^12*7^2*11^2
2648	3153945600	693	2^10*3^6*5^2*13^2
2649	3164062500	165	2^2*3^4*5^10
2650	3171491856	225	2^4*3^2*13^2*19^4
2651	3171942400	189	2^20*5^2*11^2
2652	3175886025	135	3^2*5^2*13^2*17^4
2653	3184344900	567	2^2*3^6*5^2*11^2*19^2
2654	3186376704	375	2^14*3^4*7^4
2655	3195075625	135	5^4*7^2*17^2*19^2
2656	3200843776	153	2^16*13^2*17^2
2657	3202994025	189	3^2*5^2*7^6*11^2
2658	3206730384	375	2^4*3^4*11^4*13^2
2659	3208542736	125	2^4*7^4*17^4
2660	3214890000	675	2^4*3^8*5^4*7^2
2661	3224422656	405	2^8*3^2*7^2*13^4
2662	3231695104	243	2^8*11^2*17^2*19^2
2663	3233287044	135	2^2*3^14*13^2
2664	3234765625	81	5^8*7^2*13^2
2665	3249000000	441	2^6*3^2*5^6*19^2
2666	3251736576	351	2^12*3^8*11^2
2667	3255501249	243	3^2*7^2*11^2*13^2*19^2
2668	3262694400	891	2^10*3^2*5^2*7^2*17^2
2669	3262922884	27	2^2*13^8
2670	3271840000	405	2^8*5^4*11^2*13^2
2671	3274357284	225	2^2*3^4*11^2*17^4
2672	3286728900	675	2^2*3^4*5^2*7^4*13^2
2673	3288334336	81	2^26*7^2
2674	3291890625	147	3^6*5^6*17^2
2675	3301191936	567	2^8*3^6*7^2*19^2
2676	3301651600	225	2^4*5^2*13^4*17^2
2677	3303375625	75	5^4*11^4*19^2
2678	3317299216	225	2^4*7^2*11^4*17^2
2679	3317760000	425	2^16*3^4*5^4
2680	3320525376	189	2^6*3^2*7^8
2681	3335062500	567	2^2*3^2*5^6*7^2*11^2
2682	3336217600	165	2^10*5^2*19^4
2683	3340608804	225	2^2*3^4*13^4*19^2
2684	3340840000	175	2^6*5^4*17^4
2685	3344771556	297	2^2*3^10*7^2*17^2
2686	3354147225	243	3^8*5^2*11^2*13^2
2687	3360173089	35	7^6*13^4
2688	3373286400	495	2^10*3^2*5^2*11^4
2689	3380259600	675	2^4*3^4*5^2*17^2*19^2
2690	3388636944	525	2^4*3^6*7^4*11^2
2691	3391897600	405	2^14*5^2*7^2*13^2
2692	3400056100	189	2^2*5^2*7^6*17^2
2693	3401222400	351	2^8*3^12*5^2
2694	3404022336	567	2^6*3^2*11^2*13^2*17^2
2695	3406823424	189	2^20*3^2*19^2
2696	3420144324	135	2^2*3^8*19^4
2697	3422250000	525	2^4*3^4*5^6*13^2
2698	3424590400	567	2^6*5^2*7^2*11^2*19^2
2699	3429742096	45	2^4*11^8
2700	3440174409	105	3^4*7^6*19^2
2701	3451797504	315	2^14*3^6*17^2
2702	3455793796	243	2^2*7^2*13^2*17^2*19^2
2703	3457440000	675	2^8*3^2*5^4*7^4
2704	3458145636	165	2^2*3^10*11^4
2705	3469799025	405	3^4*5^2*7^2*11^2*17^2
2706	3475809936	105	2^4*3^2*17^6
2707	3477225024	567	2^6*3^8*7^2*13^2
2708	3486784401	21	3^20
2709	3497066496	459	2^16*3^2*7^2*11^2
2710	3498722500	225	2^2*5^4*7^2*13^4
2711	3514118400	729	2^8*3^2*5^2*13^2*19^2
2712	3515304100	225	2^2*5^2*7^4*11^4
2713	3518743761	49	3^6*13^6
2714	3525390625	33	5^10*19^2
2715	3528360000	735	2^6*3^6*5^4*11^2
2716	3538822144	165	2^10*11^2*13^4
2717	3540250000	315	2^4*5^6*7^2*17^2
2718	3544416225	165	3^10*5^2*7^4
2719	3547989225	135	3^2*5^2*11^2*19^4
2720	3550253056	195	2^12*7^4*19^2
2721	3560508900	567	2^2*3^6*5^2*13^2*17^2
2722	3572931076	135	2^2*11^4*13^2*19^2
2723	3580825600	351	2^12*5^2*11^2*17^2
2724	3582022500	675	2^2*3^4*5^4*7^2*19^2
2725	3587411025	105	3^4*5^2*11^6
2726	3588489216	285	2^18*3^4*13^2
2727	3597120576	525	2^6*3^4*7^4*17^2
2728	3600000000	297	2^10*3^2*5^8
2729	3602520441	99	3^10*13^2*19^2
2730	3603000625	45	5^4*7^8
2731	3607203600	1215	2^4*3^2*5^2*7^2*11^2*13^2
2732	3613452544	135	2^8*13^2*17^4
2733	3623076864	495	2^10*3^4*11^2*19^2
2734	3640070889	135	3^2*7^2*13^4*17^2
2735	3644295424	189	2^8*7^6*11^2
2736	3648280801	45	11^2*17^4*19^2
2737	3657830400	819	2^12*3^6*5^2*7^2
2738	3660250000	175	2^4*5^6*11^4
2739	3662065225	135	5^2*7^4*13^2*19^2
2740	3670905744	405	2^4*3^8*11^2*17^2
2741	3678179904	315	2^6*3^2*7^2*19^4
2742	3683276100	405	2^2*3^2*5^2*7^2*17^4
2743	3690562500	231	2^2*3^10*5^6
2744	3693600625	135	5^4*11^2*13^2*17^2
2745	3696640000	225	2^14*5^4*19^2
2746	3701505600	525	2^6*3^4*5^2*13^4
2747	3712221184	171	2^18*7^2*17^2
2748	3719048256	525	2^6*3^4*7^2*11^4
2749	3722098081	25	13^4*19^4
2750	3726736209	189	3^6*7^2*17^2*19^2
2751	3739567104	495	2^10*3^2*7^4*13^2
2752	3745440000	675	2^8*3^4*5^4*17^2
2753	3749847696	225	2^4*3^14*7^2
2754	3751562500	135	2^2*5^8*7^4
2755	3763454409	75	3^2*11^4*13^4
2756	3766276900	135	2^2*5^2*17^2*19^4
2757	3773030625	315	3^6*5^4*7^2*13^2
2758	3774873600	225	2^24*3^2*5^2
2759	3775610916	405	2^2*3^2*7^4*11^2*19^2
2760	3784218256	105	2^4*7^2*13^6
2761	3789633600	567	2^6*3^8*5^2*19^2
2762	3794560000	495	2^10*5^4*7^2*11^2
2763	3808124100	405	2^2*3^2*5^2*11^4*17^2
2764	3810716361	35	3^4*19^6
2765	3811827600	525	2^4*3^4*5^2*7^6
2766	3813062500	189	2^2*5^6*13^2*19^2
2767	3816274176	567	2^8*3^6*11^2*13^2
2768	3828515625	135	3^4*5^8*11^2
2769	3829134400	567	2^6*5^2*7^2*13^2*17^2
2770	3838050304	95	2^18*11^4
2771	3839661225	117	3^12*5^2*17^2
2772	3845984256	351	2^12*3^2*17^2*19^2
2773	3853057329	105	3^6*11^4*19^2
2774	3869835264	187	2^16*3^10
2775	3874315536	675	2^4*3^4*7^2*13^2*19^2
2776	3890016900	729	2^2*3^8*5^2*7^2*11^2
2777	3893760000	585	2^12*3^2*5^4*13^2
2778	3896755776	245	2^6*3^6*17^4
2779	3897005476	81	2^2*7^8*13^2
2780	3903125625	225	3^2*5^4*7^4*17^2
2781	3906250000	65	2^4*5^12
2782	3931290000	675	2^4*3^2*5^4*11^2*19^2
2783	3933798400	255	2^16*5^2*7^4
2784	3947860224	729	2^8*3^2*7^2*11^2*17^2
2785	3958926400	315	2^6*5^2*11^4*13^2
2786	3967110225	243	3^2*5^2*13^2*17^2*19^2
2787	3969000000	735	2^6*3^4*5^6*7^2
2788	3976941969	225	3^4*7^4*11^2*13^2
2789	3991080625	75	5^4*7^2*19^4
2790	3991712400	495	2^4*3^10*5^2*13^2
2791	3994998436	135	2^2*11^2*13^4*17^2
2792	3998285824	153	2^16*13^2*19^2
2793	4007902864	225	2^4*7^4*17^2*19^2
2794	4014489600	675	2^14*3^4*5^2*11^2
2795	4016390625	105	3^2*5^6*13^4
2796	4032758016	405	2^8*3^8*7^4
2797	4035425625	225	3^2*5^4*7^2*11^4
2798	4036823296	135	2^8*11^2*19^4
2799	4042416400	225	2^4*5^2*11^2*17^4
2800	4051067904	495	2^10*3^4*13^2*17^2
2801	4057690000	375	2^4*5^4*7^4*13^2
2802	4064062500	243	2^2*3^2*5^8*17^2
2803	4075545600	891	2^10*3^2*5^2*7^2*19^2
2804	4079249161	21	13^2*17^6
2805	4080909924	315	2^2*3^6*7^2*13^4
2806	4081676544	189	2^8*3^2*11^6
2807	4090114116	405	2^2*3^4*11^2*17^2*19^2
2808	4096000000	133	2^18*5^6
2809	4104196096	351	2^12*7^2*11^2*13^2
2810	4112015625	147	3^6*5^6*19^2
2811	4114067881	63	7^6*11^2*17^2
2812	4115479104	273	2^6*3^12*11^2
2813	4124208400	225	2^4*5^2*13^4*19^2
2814	4129347600	945	2^4*3^6*5^2*7^2*17^2
2815	4140922500	675	2^2*3^4*5^4*11^2*13^2
2816	4143754384	225	2^4*7^2*11^4*19^2
2817	4161798144	315	2^20*3^4*7^2
2818	4173160000	315	2^6*5^4*17^2*19^2
2819	4178071044	297	2^2*3^10*7^2*19^2
2820	4183502400	945	2^6*3^2*5^2*7^4*11^2
2821	4190749696	165	2^10*7^2*17^4
2822	4199040000	495	2^10*3^8*5^4
2823	4202539929	63	3^6*7^8
2824	4211490816	225	2^14*3^2*13^4
2825	4221620676	405	2^2*3^2*7^4*13^2*17^2
2826	4222400400	375	2^4*3^4*5^2*19^4
2827	4225000000	189	2^6*5^8*13^2
2828	4228250625	125	3^4*5^4*17^4
2829	4233454225	135	5^2*7^2*11^2*13^4
2830	4247128900	189	2^2*5^2*7^6*19^2
2831	4252083264	567	2^6*3^2*11^2*13^2*19^2
2832	4253517961	35	7^4*11^6
2833	4261478400	459	2^16*3^2*5^2*17^2
2834	4269315600	525	2^4*3^6*5^2*11^4
2835	4283702500	405	2^2*5^4*7^2*11^2*17^2
2836	4292870400	1215	2^8*3^4*5^2*7^2*13^2
2837	4294967296	33	2^32
2838	4304672100	153	2^2*3^16*5^2
2839	4306640625	99	3^2*5^10*7^2
2840	4308215769	189	3^6*11^2*13^2*17^2
2841	4311760896	315	2^14*3^6*19^2
2842	4316752804	135	2^2*7^2*13^2*19^4
2843	4332798976	165	2^10*11^4*17^2
2844	4334247225	405	3^4*5^2*7^2*11^2*19^2
2845	4337012736	273	2^12*3^2*7^6
2846	4341755664	225	2^4*3^2*17^4*19^2
2847	4344128100	189	2^2*3^2*5^2*13^6
2848	4356000000	567	2^8*3^2*5^6*11^2
2849	4364716356	405	2^2*3^2*7^2*11^4*13^2
2850	4368681216	297	2^8*3^10*17^2
2851	4375822500	525	2^2*3^6*5^4*7^4
2852	4388797504	175	2^6*7^4*13^4
2853	4395690000	675	2^4*3^2*5^4*13^2*17^2
2854	4400862921	117	3^12*7^2*13^2
2855	4422250000	315	2^4*5^6*7^2*19^2
2856	4425974784	693	2^10*3^6*7^2*11^2
2857	4428902500	105	2^2*5^4*11^6
2858	4430233600	189	2^20*5^2*13^2
2859	4440889600	405	2^8*5^2*7^4*17^2
2860	4447556100	567	2^2*3^6*5^2*13^2*19^2
2861	4456764081	135	3^2*7^2*11^2*17^4
2862	4465580625	165	3^10*5^4*11^2
2863	4472934400	351	2^12*5^2*11^2*19^2
2864	4473603225	189	3^2*5^2*7^6*13^2
2865	4478821776	375	2^4*3^4*11^2*13^4
2866	4493289024	525	2^6*3^4*7^4*19^2
2867	4513689856	243	2^8*13^2*17^2*19^2
2868	4515840000	675	2^14*3^2*5^4*7^2
2869	4519603984	55	2^4*7^10
2870	4531982400	945	2^6*3^4*5^2*11^2*17^2
2871	4539390625	105	5^6*7^4*11^2
2872	4541681664	351	2^12*3^8*13^2
2873	4546939761	135	3^2*7^2*13^4*19^2
2874	4552605729	135	3^8*7^4*17^2
2875	4556250000	315	2^4*3^6*5^8
2876	4557195049	45	11^2*17^2*19^4
2877	4567597056	207	2^22*3^2*11^2
2878	4569760000	225	2^8*5^4*13^4
2879	4573275876	225	2^2*3^4*13^2*17^4
2880	4585456656	405	2^4*3^8*11^2*19^2
2881	4591417600	405	2^8*5^2*7^2*11^4
2882	4600908900	729	2^2*3^2*5^2*7^2*17^2*19^2
2883	4607830161	63	3^2*11^6*17^2
2884	4612311396	315	2^2*3^4*7^6*11^2
2885	4613805625	135	5^4*11^2*13^2*19^2
2886	4624000000	231	2^10*5^6*17^2
2887	4629441600	693	2^6*3^10*5^2*7^2
2888	4633252624	405	2^4*7^2*11^2*13^2*17^2
2889	4637065216	171	2^18*7^2*19^2
2890	4655196441	105	3^6*7^2*19^4
2891	4658062500	567	2^2*3^2*5^6*7^2*13^2
2892	4678560000	675	2^8*3^4*5^4*19^2
2893	4684718025	135	3^8*5^2*13^4
